slug;nom;famille;donnee;valeur;unite;source;supposee;alertes
poutrelle-heb-180-en-acier;Poutrelle HEB 180 en acier;poutrelle-heb;b;180;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-180-en-acier;Poutrelle HEB 180 en acier;poutrelle-heb;tw;8,5;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-180-en-acier;Poutrelle HEB 180 en acier;poutrelle-heb;tf;14;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-180-en-acier;Poutrelle HEB 180 en acier;poutrelle-heb;r;15;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-180-en-acier;Poutrelle HEB 180 en acier;poutrelle-heb;poids;52,44;kg/m;site actuel — fiche produit;;
poutrelle-heb-180-en-acier;Poutrelle HEB 180 en acier;poutrelle-heb;finition;GPP;;site actuel — option de la fiche;;
poutrelle-heb-180-en-acier;Poutrelle HEB 180 en acier;poutrelle-heb;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-heb-180-en-acier;Poutrelle HEB 180 en acier;poutrelle-heb;nuance;S275/S355;;site actuel — description de la fiche;;
poutrelle-heb-180-en-acier;Poutrelle HEB 180 en acier;poutrelle-heb;procede;Laminé à chaud;;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf — tolérances EN 10034 (profilés I et H laminés à chaud);;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;serie;HEB;;nom du produit;;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;h;200;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;b;200;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;tw;9;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;tf;15;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;r;18;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;poids;62,78;kg/m;site actuel — fiche produit;;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;finition;GPP;;site actuel — option de la fiche;;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;nuance;S275/S355;;site actuel — description de la fiche;;
poutrelle-heb-200-en-acier;Poutrelle HEB 200 en acier;poutrelle-heb;procede;Laminé à chaud;;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf — tolérances EN 10034 (profilés I et H laminés à chaud);;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;serie;HEB;;nom du produit;;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;h;220;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;b;220;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;tw;9,5;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;tf;16;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;r;18;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;poids;73,23;kg/m;site actuel — fiche produit;;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;finition;GPP;;site actuel — option de la fiche;;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;nuance;S275/S355;;site actuel — description de la fiche;;
poutrelle-heb-220-en-acier;Poutrelle HEB 220 en acier;poutrelle-heb;procede;Laminé à chaud;;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf — tolérances EN 10034 (profilés I et H laminés à chaud);;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;serie;HEB;;nom du produit;;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;h;240;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;b;240;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;tw;10;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;tf;17;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;r;21;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;poids;85,21;kg/m;site actuel — fiche produit;;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;finition;GPP;;site actuel — option de la fiche;;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;nuance;S275/S355;;site actuel — description de la fiche;;
poutrelle-heb-240-en-acier;Poutrelle HEB 240 en acier;poutrelle-heb;procede;Laminé à chaud;;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf — tolérances EN 10034 (profilés I et H laminés à chaud);;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;serie;HEB;;nom du produit;;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;h;260;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;b;260;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;tw;10;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;tf;17,5;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;r;24;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;poids;95,25;kg/m;site actuel — fiche produit;;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;finition;GPP;;site actuel — option de la fiche;;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;nuance;S275/S355;;site actuel — description de la fiche;;
poutrelle-heb-260-en-acier;Poutrelle HEB 260 en acier;poutrelle-heb;procede;Laminé à chaud;;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf — tolérances EN 10034 (profilés I et H laminés à chaud);;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;serie;HEB;;nom du produit;;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;h;280;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;b;280;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;tw;10,5;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;tf;18;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;r;24;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;poids;105,49;kg/m;site actuel — fiche produit;;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;finition;GPP;;site actuel — option de la fiche;;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;nuance;S275/S355;;site actuel — description de la fiche;;
poutrelle-heb-280-en-acier;Poutrelle HEB 280 en acier;poutrelle-heb;procede;Laminé à chaud;;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf — tolérances EN 10034 (profilés I et H laminés à chaud);;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;serie;HEB;;nom du produit;;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;h;300;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;b;300;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;tw;11;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;tf;19;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;r;27;mm;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf;;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;poids;119,83;kg/m;site actuel — fiche produit;;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;finition;GPP;;site actuel — option de la fiche;;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;nuance;S275/S355;;site actuel — description de la fiche;;
poutrelle-heb-300-en-acier;Poutrelle HEB 300 en acier;poutrelle-heb;procede;Laminé à chaud;;fiche fournisseur VM 2013 — INFOSTEEL - GRYMAFER - VM2013 - HEB.pdf — tolérances EN 10034 (profilés I et H laminés à chaud);;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;serie;IPE;;nom du produit;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;h;100;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;b;55;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;tw;4,1;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;tf;5,7;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;r;7;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;poids;8,3;kg/m;site actuel — fiche produit;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;finition;GPP;;site actuel — option de la fiche;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;nuance;S275;;site actuel — description de la fiche;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;norme;EN 10025;;site actuel — description de la fiche;;
poutrelle-ipe-100-en-acier;Poutrelle IPE 100 en acier;poutrelle-ipe;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;serie;IPE;;nom du produit;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;h;120;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;b;64;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;tw;4,4;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;tf;6,3;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;r;7;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;poids;10,65;kg/m;site actuel — fiche produit;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;finition;GPP;;site actuel — option de la fiche;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;nuance;S275;;site actuel — description de la fiche;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;norme;EN 10025;;site actuel — description de la fiche;;
poutrelle-ipe-120-en-acier;Poutrelle IPE 120 en acier;poutrelle-ipe;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;serie;IPE;;nom du produit;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;h;140;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;b;73;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;tw;4,7;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;tf;6,9;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;r;7;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;poids;13,14;kg/m;site actuel — fiche produit;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;finition;GPP;;site actuel — option de la fiche;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;nuance;S275;;site actuel — description de la fiche;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;norme;EN 10025;;site actuel — description de la fiche;;
poutrelle-ipe-140-en-acier;Poutrelle IPE 140 en acier;poutrelle-ipe;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;serie;IPE;;nom du produit;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;h;160;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;b;82;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;tw;5;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;tf;7,4;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;r;9;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;poids;16,18;kg/m;site actuel — fiche produit;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;finition;GPP;;site actuel — option de la fiche;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;nuance;S275;;site actuel — description de la fiche;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;norme;EN 10025;;site actuel — description de la fiche;;
poutrelle-ipe-160-en-acier;Poutrelle IPE 160 en acier;poutrelle-ipe;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;serie;IPE;;nom du produit;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;h;180;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;b;91;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;tw;5,3;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;tf;8;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;r;9;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;poids;19,26;kg/m;site actuel — fiche produit;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;finition;GPP;;site actuel — option de la fiche;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;nuance;S275;;site actuel — description de la fiche;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;norme;EN 10025;;site actuel — description de la fiche;;
poutrelle-ipe-180-en-acier;Poutrelle IPE 180 en acier;poutrelle-ipe;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;serie;IPE;;nom du produit;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;h;200;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;b;100;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;tw;5,6;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;tf;8,5;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;r;12;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;poids;22,94;kg/m;site actuel — fiche produit;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;finition;GPP;;site actuel — option de la fiche;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;nuance;S275;;site actuel — description de la fiche;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;norme;EN 10025;;site actuel — description de la fiche;;
poutrelle-ipe-200-en-acier;Poutrelle IPE 200 en acier;poutrelle-ipe;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;serie;IPE;;nom du produit;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;h;220;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;b;110;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;tw;5,9;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;tf;9,2;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;r;12;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;poids;26,83;kg/m;site actuel — fiche produit;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;finition;GPP;;site actuel — option de la fiche;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;longueurs;1 / 2 / 3 / 4 / 5 / 6;m;site actuel — option de la fiche;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;nuance;S275;;site actuel — description de la fiche;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;norme;EN 10025;;site actuel — description de la fiche;;
poutrelle-ipe-220-en-acier;Poutrelle IPE 220 en acier;poutrelle-ipe;procede;Laminé à chaud;;site actuel — description de la fiche;;
poutrelle-ipe-240-en-acier;Poutrelle IPE 240 en acier;poutrelle-ipe;serie;IPE;;nom du produit;;
poutrelle-ipe-240-en-acier;Poutrelle IPE 240 en acier;poutrelle-ipe;h;240;mm;fiche fournisseur VM 2013 — POUTRELLE IPE ACIERS GROSJEAN 4(1).pdf;;
